"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Company Name","Description","Year Established","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","G9102334","Research Grant","Spin Outs","University of Oxford","Psychiatry","Cowen","Philip","","P1Vital","Interface between Oxford University Dept of Psychiatry and Pharmaceutical Industry. Applying novel methods of drug discovery to screen for new antidperessants at phase 1-2; http://www.p1vital.com/","2006","Income generation from Industry through take up of screening studies","http://www.p1vital.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=B76828EA966&grantRef=G9102334","http://gtr.rcuk.ac.uk:80/projects?ref=G9102334","72963262-0AC5-416F-B7FC-4C9A5F531EA7","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","382F3EEB-8130-4EB4-9046-EC4190AD6E07"
"EPSRC","EP/K004379/1","Research Grant","Spin Outs","Queen's University of Belfast","Electronics Electrical Eng and Comp Sci","McCanny","John","","Sensurity","Sensurity is dedicated to raising the standards for Perimeter Intrusion Detection Systems (PIDS) on a global basis. We pioneer and patent intelligent security systems with high levels of intelligence and unparalleled durability. 

Sensurity's roots lie in cutting edge research into high-frequency electronics at Queen's University Belfast. The company was originally established as a spin-off from this academic research, to commercialise advances in microwave intrusion detection. 

The Sensurity brand stands for security, assurance and integrity at the cutting-edge of innovation. The resulting product is highly innovative and hugely practical.","2012","Sensurity was established to commercialise research undertaken by Professor Vincent Fusco and his team at QUB that resulted in a novel microwave fence for intrusion detection.","http://sensurity.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56e05abab0cfe3.05487249&grantRef=EP%2FK004379%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K004379/1","FBC40111-7B2D-41DA-957A-4D4E8D4C82F9","798CB33D-C79E-4578-83F2-72606407192C","EC23DA53-CA73-4104-A3F6-2A9523484E69","F05D1A0D-8915-416E-A0EC-E52C826BE888"
"EPSRC","EP/E054951/1","Fellowship","Spin Outs","University of Bristol","Mechanical Engineering","Wilcox","Paul","","Inductosense","Spin out company to develop, manufacture and sell inductively-coupled ultrasonic sensors for wireless NDE applications.","2016","Won ~&pound;500,000 iCure grant to develop business.","http://www.inductosense.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56d5aaebbf1511.29112348&grantRef=EP%2FE054951%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/E054951/1","F0408A31-DC6B-4250-95D3-3F07FE3BDEB1","798CB33D-C79E-4578-83F2-72606407192C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","3C9D22C2-22B8-4ADD-B703-20BC1F6566F1"
"EPSRC","EP/K023004/1","Research Grant","Spin Outs","University of Glasgow","School of Chemistry","Cronin","Leroy","","Astrea Power","Astrea Power is an exciting new spin out company that will exploit a novel electrolysis technique invented at the University of Glasgow that will revolutionise hydrogen generation and power to gas.

Electrolysis for hydrogen generation is increasingly being recognized as a key enabling technology for the supply of high purity hydrogen for fuel cell vehicles, energy systems and industrial applications.

Within these contexts, hydrogen production via electrolysis enables: 

 Maximising grid integration of renewables.
 Increasing the economic value of renewable assets (energy storage).
 Creation of a low zero carbon fuel to decarbonize transport, heat and industrial applications (CO2 reduction value).
 Economic application of ultrapure hydrogen in industrial and laboratory applications.

Current electrolytic hydrogen generation systems remain high cost, are not easily coupled to renewable sources and their cost reduction routes other than via economies of scale are limited.

The technology Astrea will exploit was developed by a team led by Professor Lee Cronin of the School of Chemistry at the University Of Glasgow. Scottish Enterprise, Scotland's economic development agency, have funded the project since 2013.

The technology has resulted in a patented system that has both cost and performance advantages over current current electrolyser and hydrogen storage systems including: increased durability, increased efficiency, low cost high pressure and high purity capability, reduced precious metal usage and low load capability for maximizing solar/wind capture and as a consequence delivers a lower cost of ownership to the end user.","2015","just started",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56e04b69015622.91177243&grantRef=EP%2FK023004%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K023004/1","5B21CCB2-9DDC-4F86-9FDF-6D5891BA2C3D","798CB33D-C79E-4578-83F2-72606407192C","AE58F21F-3622-4382-97BB-1359BD183E9F","1182919C-A9E8-42DE-87F5-0D5206F8294D"
"EPSRC","EP/K000292/1","Research Grant","Spin Outs","Swansea University","School of Engineering","Worsley","David","","SPECIFIC Innovations Ltd","A special purpose vehicle set up to facilitate and expedite the commercialisation of innovations arising from the SPECIFIC IKC and affiliated projects/programmes whilst mitigating risk for Swansea University.","2014","One technology licence has been granted to a commercial third party.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56e18de9d13bc2.17294528&grantRef=EP%2FK000292%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K000292/1","BA00DA1D-382E-454A-8812-62E69C51EDCC","798CB33D-C79E-4578-83F2-72606407192C","AB307619-D4FA-427E-A042-09DBEBA84669","C5DFC3E9-D195-464E-89B8-DD07CEB1D045"
"MRC","G0900897","Research Grant","Spin Outs","Imperial College London","Dept of Medicine","Matthews","Paul","","Imanova, Ltd.","Imanova is a molecular and functional imaging service company. This funding programme further demonstrated the value of public-private partnerships in this area to GSK, who led in formation of the new company. The programme continues to support Imanova and is not providing the latter with a model for training.","2011","Has established proof of principle for training in radiochemistry in the context of this kind of company","http://www.imanova.co.uk/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=JVeHPQVJ2cm&grantRef=G0900897","http://gtr.rcuk.ac.uk:80/projects?ref=G0900897","1D621896-E843-478D-9CE8-C030E61E0D13","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","C9EF0FB5-941A-47D1-AB13-A6115D438A18"
"EPSRC","EP/K000314/1","Research Grant","Spin Outs","University of Cambridge","Engineering","Mair","Lord Robert","","8power Ltd","8power is a Cambridge University spin-off set up to commercialise CSIC technology on vibration energy harvesting and low-power autonomous sensing.","2015","The company is currently in pre-seed stage and is expected to complete seed investment in 2016.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56d9d761501c72.80300179&grantRef=EP%2FK000314%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K000314/1","7FE2EC1A-70F4-400C-9772-D05E24316705","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","2A915F85-5B36-43DB-B608-B5600C68BE24"
"EPSRC","EP/K017144/1","Research Grant","Spin Outs","University of Cambridge","Engineering","Ferrari","Andrea","","Cambridge Graphene Ltd","Cambridge Graphene offers graphene and 2D material based inks and printing solutions to various industries, including (but not restricted to) electronics, optoelectronics and plastic electronics.","2013","N/A",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=5464d478290d59.52016780&grantRef=EP%2FK017144%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K017144/1","4E158173-5BC5-4ED9-9C05-B3A8357A9806","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","CF1565B8-F3ED-4269-9207-ED06C96373B8"
"EPSRC","EP/I028501/1","Research Grant","Spin Outs","University of Bristol","Chemistry","Davis","Anthony","http://orcid.org/0000-0001-5213-624X","Ziylo","Ziylo is being established to commercialise the application of synthetic lectins in carbohydrate sensors","2014","x",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=54524b54b79654.29578026&grantRef=EP%2FI028501%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I028501/1","D63E2034-82E3-44CC-BD60-AB58629F8CD6","798CB33D-C79E-4578-83F2-72606407192C","4A348A76-B2D0-4DDD-804A-CE735A6D3798","470BB298-79E5-4366-8744-D6E1202ADE6B"
"MRC","G0802651","Research Grant","Spin Outs","King's College London","Immunology Infection and Inflam Diseases","Noelle","Randolph","","ImmuNext","In 2006 I co-founded ImmuNext and am currently CSO. The company is involved in developing biotherapeutics for autoimmunity and cancer.","2006","Licensing to JNJ a new antibody based therapeutic for cancer. Licensing >$150 M in milestones plus royalties. Also in the process of licensing VISTA-Ig as a novel therapeutic for the treatment of autoimmune disease.","http://www.immunext.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=PYYoUyghG9j&grantRef=G0802651","http://gtr.rcuk.ac.uk:80/projects?ref=G0802651","9AE2DA32-8A15-47A8-9323-9FFB3058ABC5","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","042218C3-88CB-4880-BD2B-57A9941D2019"
"STFC","ST/J00488X/1","Research Grant","Spin Outs","University of Cambridge","Physics","Parker","Michael Andrew","http://orcid.org/0000-0001-9798-8411","Scidiver","Scientific text mining","2011","None so far.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=EnJ8aj49rhn&grantRef=ST%2FJ00488X%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=ST/J00488X/1","E8761A80-18EE-4D47-8EA8-CE878B33101A","D7F4F462-0518-4784-908A-D12633C139B3","D1774113-D5D2-4B7C-A412-66A90FE4B96F","087A8744-45C7-4BB0-9E7E-71F6252414E6"
"EPSRC","EP/I014004/1","Research Grant","Spin Outs","Queen's University of Belfast","Sch of Mathematics and Physics","Atkinson","Ronald","","Causeway Sensors Limited","Causeway Sensors Ltd has developed novel nanostructured surfaces comprised of nanorods or nanotubes that can be used in a variety of sensing applications. The nature of the nanostructures allows Causeway Sensors to implement a straightforward detection scheme that can be tailored for different markets as diverse as protein bio-sensing through to hazardous gas sensing.
The originating work stems from a series of EPSRC funded projects over the last decade in the development of nanostructured surfaces that exhibited potential in a range of application from plasmonics to information storage.","2013","N/A","http://causewaysensors.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=545ce840a94d68.46382618&grantRef=EP%2FI014004%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I014004/1","F0687CA1-FA27-4D63-AB7B-9C1E93AF66A5","798CB33D-C79E-4578-83F2-72606407192C","EC23DA53-CA73-4104-A3F6-2A9523484E69","5B758E52-B110-41D4-80FB-90FF67D6ADEB"
"EPSRC","EP/D076803/1","Research Grant","Spin Outs","University of Cambridge","Engineering","White","Ian Hugh","","PervasID","Created a University spin-out, PervasID to exploit the technology. The PervasID technology is based on a ground-breaking battery-less UHF RFID system that enables customers to monitor their items, both cheaply and effectively, in real-time. The RFID DAS system consists of a centralised RFID DAS controller/reader unit, feeding a number of antennas over co-ax cables. The antennas, which are distributed over the interrogation area are used in a collaborative manner for enhanced tag detection and location, compared with conventional systems. The time required to inventorise a large population of tags is also reduced.

The RFID DAS unit is equipped with an Ethernet interface allowing tag information to be uploaded to a centralised server for processing, analysis and display.","2011","The encouraging results of this grant and the successful collaboration with potential end users in trials have prompted the inventors of the technology to form a spin-out company, PervasID Ltd. The company is wholly owned by the inventors.","http://www.pervasid.com","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=546338f67ad2d1.03947114&grantRef=EP%2FD076803%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/D076803/1","C606C44A-A2F8-487C-A85B-B2B915A8FB46","798CB33D-C79E-4578-83F2-72606407192C","D1774113-D5D2-4B7C-A412-66A90FE4B96F","2996A10D-439A-4F40-A698-2FE4F48E771F"
"NERC","NE/L013398/1","Research Grant","Spin Outs","University of Bristol","Physics","Scott","Thomas","","Bristol Nano Dynamics","Bristol Nano Dynamics is a company set-up to commercialise the HSAFM technology. It is software and hardware research and development company","2015","None as yet - its only been trading for about 8 months!",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=spinout&outcomeId=56dc841572ad74.69420810&grantRef=NE%2FL013398%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=NE/L013398/1","65516E77-41BE-4A3E-8F19-9FE93C58307A","8A03ED41-E67D-4F4A-B5DD-AAFB272B6471","4A348A76-B2D0-4DDD-804A-CE735A6D3798","1B9EB3C6-4B0A-478B-889C-019595AC9DD6"
