"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Type","Current Stage of Development","Clinical Trial?","UKCRN/ISCTN ID","Year Development Stage Completed","Development Status","Description","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"MRC","G0300195","Research Grant","Products Interventions & Clinical Trials","Queen Mary, University of London","Unlisted","Aziz","Qasim","","pregablin in visceral hypersensitivity","Therapeutic Intervention - Drug","Early clinical assessment","Yes","ISRCTN40924266","2011","Actively seeking support","We have used pregablin in a model of oesopahgeal hypersensitivity and shown efficacy","Has allowed us to apply for NIHR EME grant. Awaiting outcome","http://www.controlled-trials.com/ISRCTN40924266","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=aKSdEV7JDpU&grantRef=G0300195","http://gtr.rcuk.ac.uk:80/projects?ref=G0300195","16ADA071-5E1E-4059-8583-65A85F7AB126","C008C651-F5B0-4859-A334-5F574AB6B57C","D5337A10-AC8A-402A-8164-C5F9CC6B0140","EB7802CF-ED65-48EA-8F57-744B86660094"
"MRC","G0600765","Research Grant","Products Interventions & Clinical Trials","University of Glasgow","School of Life Sciences","Houslay","Miles","","PDE4 antibody panel","Support Tool - For Fundamental Research","Market authorisation","",,"2010","Under active development/distribution","A panel of antisera specifc for PDE4 sub-fmailies and specific PDE4 isoforms. Now fully developed and marketing being assessed by Milipore.","Will provide our group with access to first rate diagnostic reagents essential for our research. 
Will provide the research community with the same high quality reagents.","http://www.antibodypedia.com/gene/4321/PDE4A/antibody/555536/ABS23","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=YXf7yowR98G&grantRef=G0600765","http://gtr.rcuk.ac.uk:80/projects?ref=G0600765","88134DE9-A523-4A6C-9E1B-1B2A459E9AF4","C008C651-F5B0-4859-A334-5F574AB6B57C","AE58F21F-3622-4382-97BB-1359BD183E9F","599807B2-C178-45E6-8C5F-7A6617273BD5"
"MRC","G0701690","Research Grant","Products Interventions & Clinical Trials","Queen's University of Belfast","Centre for Infection & Immunity","McAuley","Danny","","ARENA","Therapeutic Intervention - Drug","Refinement.  Clinical","Yes","NCT01659307","2014","Under active development/distribution","Aspirin was tested in this model of ALI and is now being tested in a phase 2 trial in patients with ALI.","Informed the design of an ongoing phase 2 trial in patients with ALI (STAR).",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=54628ef33e61b7.90621186&grantRef=G0701690","http://gtr.rcuk.ac.uk:80/projects?ref=G0701690","A5F1ADE9-2C51-4CD0-A74C-22C18A282AC9","C008C651-F5B0-4859-A334-5F574AB6B57C","EC23DA53-CA73-4104-A3F6-2A9523484E69","196A7E43-E653-4989-82D1-8C8054CCD508"
"MRC","G0701690","Research Grant","Products Interventions & Clinical Trials","Queen's University of Belfast","Centre for Infection & Immunity","McAuley","Danny","","KARE","Therapeutic Intervention - Drug","Refinement.  Clinical","Yes","ISRCTN95690673","2014","Closed","Prospective randomised double-blind placebo-controlled phase II single centre trial of Keratinocyte growth factor in acute lung injury which is ongoing. Funded by NI HSC Research and Development Division.","Phase 2 trial in patients with ALI ongoing.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=MDsoAeSTNX4&grantRef=G0701690","http://gtr.rcuk.ac.uk:80/projects?ref=G0701690","A5F1ADE9-2C51-4CD0-A74C-22C18A282AC9","C008C651-F5B0-4859-A334-5F574AB6B57C","EC23DA53-CA73-4104-A3F6-2A9523484E69","196A7E43-E653-4989-82D1-8C8054CCD508"
"EPSRC","TS/G002142/1","Research Grant","Products Interventions & Clinical Trials","King's College London","Imaging & Biomedical Engineering","Schaeffter","Tobias Richard","","MR-Compatible Catheter","Therapeutic Intervention - Medical Devices","Early clinical assessment","",,"2013","Under active development/distribution","A MR-compatible catheter has been tested in a investigator led clinical study, which registered at MHRA.","New product
New intervention",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=5460985faf9880.88564292&grantRef=TS%2FG002142%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=TS/G002142/1","F00D6661-F73F-4CAF-B85D-200F5360ECFA","798CB33D-C79E-4578-83F2-72606407192C","318B5D98-4CB4-4B10-A876-08FC93071A56","E935CCF1-7563-40D4-A96D-E8D04C2336B5"
"MRC","G0601660","Research Grant","Products Interventions & Clinical Trials","King's College London","Health Service and Population Research","Thornicroft","Graham","","Joint Crisis Plan","Therapeutic Intervention - Psychological/Behavioural","Late clinical evaluation","Yes","ISRCTN11501328","2012","On hold","The Joint Crisis Plan (JCP) is a tool to help mental health service users plan for a potential future mental illness relapse. CRIMSON was a late stage trial where we did not find the anticipated reduction in our primary outcome (compulsory psychiatric admissions) but did highlight a positive benefit on patient reported outcome of the therapeutic relationship.","We have preliminary expressions of interest from clinicians in the NHS.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=T5BrdnpPVYD&grantRef=G0601660","http://gtr.rcuk.ac.uk:80/projects?ref=G0601660","67E621BB-C942-4EEA-A51F-233268CA84FF","C008C651-F5B0-4859-A334-5F574AB6B57C","318B5D98-4CB4-4B10-A876-08FC93071A56","DDD5281B-982C-42C4-BD2A-3A90DDFE78A0"
"MRC","G0600675","Research Grant","Products Interventions & Clinical Trials","Medical Research Council","UNLISTED","De Angelis","Daniela","","Swine Flu","Support Tool - For Fundamental Research","Small-scale adoption","",,"2009","Under active development/distribution","Advice and recommendations to the government through participation in advisory group","Revised public health advice",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=BDAB64B3DE4&grantRef=G0600675","http://gtr.rcuk.ac.uk:80/projects?ref=G0600675","D2A78D73-8AAE-4F35-A8D5-26D27DA29A27","C008C651-F5B0-4859-A334-5F574AB6B57C","78308CAA-8483-45C0-A280-0AB4B6AD9D35","79A02A17-0A98-4424-A965-C910B46F56D4"
"EPSRC","EP/K003542/2","Research Grant","Products Interventions & Clinical Trials","University of Surrey","Business","Maull","Roger","","BioBeats","Support Tool - For Medical Intervention","Small-scale adoption","",,"2015","Under active development/distribution","Machine Learning API and SDK powers user engagement to measure biometrics and manage stress and wellness.
Dashboard &amp; Mobile Applications

Evidence-based, engaging mobile technology built on top of consumer grade smartphones and wearables, helping our clients quantify the wellbeing of their employees and patients.

API/SDK

Machine learning and synthesis of aggregated biometric data allows us to deliver insight in real-time to users.

Consumer, Corporate Wellness &amp; Hospital Solutions

Our entertaining and adaptive applications help us lower costs of care, prevent re-hospitalisations, absenteeism, presenteeism and medical complications.","to follow","http://biobeats.com/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56ded3e78c86a8.82709147&grantRef=EP%2FK003542%2F2","http://gtr.rcuk.ac.uk:80/projects?ref=EP/K003542/2","61DEDED3-D0FF-4C66-A362-23CE617E6290","798CB33D-C79E-4578-83F2-72606407192C","67B34D05-3A52-4A09-8FF9-F2398D60E246","A2FF5EEA-946E-4411-8619-0AC98877AC23"
"MRC","MC_G1002463","Intramural","Products Interventions & Clinical Trials","University of Edinburgh",,"Norman","Jane","","EMPOWaR","Therapeutic Intervention - Drug","Early clinical assessment","Yes","ISRCTN51279843","2010","Under active development/distribution","Use of metformin to reduce birthweight centile in obese pregnant women. Clinical trial called EMPOWaR funded by NIHR / EME
Clinical trial - ISRCTN51279843","None yet","http://www.controlled-trials.com/ISRCTN51279843","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=cewViLxKKMs&grantRef=MC_G1002463","http://gtr.rcuk.ac.uk:80/projects?ref=MC_G1002463","26A8D019-FBDA-483E-B6D8-238E1D8B299A","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3790EBA5-2C59-4BD3-983B-FECBD02A3B18"
"MRC","MC_G1002463","Intramural","Products Interventions & Clinical Trials","University of Edinburgh",,"Norman","Jane","","AFFIRM - Does promoting increased awareness of decreased fetal movements reduce stillbirth, a stepped wedge cluster randomised trial?","Diagnostic Tool - Non-Imaging","Early clinical assessment","Yes","n/a","2016","Under active development/distribution","Chief Scientist Office, Scottish Executive, (HSRC) and Sands","n/a","http://www.crh.ed.ac.uk/affirm/","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=56c6ffe6964e39.75084761&grantRef=MC_G1002463","http://gtr.rcuk.ac.uk:80/projects?ref=MC_G1002463","26A8D019-FBDA-483E-B6D8-238E1D8B299A","C008C651-F5B0-4859-A334-5F574AB6B57C","2DB7ED73-8E89-457A-A395-FAC12F929C1A","3790EBA5-2C59-4BD3-983B-FECBD02A3B18"
"MRC","G1000622","Research Grant","Products Interventions & Clinical Trials","University of Birmingham","Cancer Sciences","Moss","Paul","","Valaciclovir","Therapeutic Intervention - Drug","Early clinical assessment","",,"2014","Under active development/distribution","The grant is funding the first clinical trial of valaciclovir in healthy elderly donors. We are seeking to understand if the drug is able to improve health and immune function through the suppression of chronic herpesvirus infection.","Trial is currently in progress and assessment of outcome will follow",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=546284ae797359.68418609&grantRef=G1000622","http://gtr.rcuk.ac.uk:80/projects?ref=G1000622","E8B8D787-35FA-4DD9-ADD4-2C11154B4296","C008C651-F5B0-4859-A334-5F574AB6B57C","818CD6C9-61EE-41F2-9F37-0C7A8F43E25D","9935876F-FF1E-4555-A6DD-3818DEF017BC"
"MRC","MC_G0802523","Intramural","Products Interventions & Clinical Trials","Imperial College London",,"Wilkins","Martin","http://orcid.org/0000-0003-3926-1171","Autologous anti-CMV specific T-cells","Therapeutic Intervention - Cellular and gene therapies","Refinement.  Clinical","",,"2010","Under active development/distribution","Large scale prduction of autologous anti-CMV lymphocytes now achieved. Phase I/II trial protocol completed, ethics applications currently submitted. Fully funded through this grant","No impact as yet",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=bseWrrqhmV7&grantRef=MC_G0802523","http://gtr.rcuk.ac.uk:80/projects?ref=MC_G0802523","F189E7F7-FD95-4EB8-943D-2FD6A537BBC7","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","DAECA10D-0993-488B-A15B-F062464CA324"
"MRC","G1100086","Research Grant","Products Interventions & Clinical Trials","University of Oxford","Central Admin - Research Services","Draper","Simon","http://orcid.org/0000-0002-9415-1357","P. vivax vaccine","Therapeutic Intervention - Vaccines","Early clinical assessment","Yes",,"2013","Actively seeking support","Viral vectored vaccine against blood-stage Plasmodium vivax - supported by MRC DPFS grant. Phase Ia clinical trial commenced in April 2013 and now completed.","Grant income. Publications in preparation.","https://clinicaltrials.gov/ct2/show/NCT01816113?term=NCT01816113&rank=1","http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=s5NnHm9kJD1&grantRef=G1100086","http://gtr.rcuk.ac.uk:80/projects?ref=G1100086","2F7C630C-6F1D-4255-839F-3B4FD2962025","C008C651-F5B0-4859-A334-5F574AB6B57C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","72056FF9-D3CE-4186-BD73-491ABDB4EA85"
"MRC","G0802760","Fellowship","Products Interventions & Clinical Trials","University College London","Institute of Neurology","Houlden","Henry","","Development of gene panel testing in neurological disorders","Diagnostic Tool - Non-Imaging","Initial development","",,"2012","Under active development/distribution","Development of gene panel testing in neurological disorders. This covers each clinical group of neurological disorders and will be available from January 2013 through the NHS and other outside groups at a cost basis","Development of gene panel testing in neurological disorders. This covers each clinical group of neurological disorders and will be available from January 2013 through the NHS and other outside groups at a cost basis
Impacts:
1. Many more genes offered, using panels these genes are completely covered.
2. Cheaper testing
3. Faster turnaround",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=qGHGwPZVLrG&grantRef=G0802760","http://gtr.rcuk.ac.uk:80/projects?ref=G0802760","C2C8D77E-CB2F-4FDF-BF53-204159889A5B","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","C7FEA0B7-1227-4A7E-95CF-50D321AB8DCB"
"MRC","G0802200","Research Grant","Products Interventions & Clinical Trials","University College London","Psychology","Rice","Frances","","Thinking about Reward in Young People (TRY)","Preventative Intervention - Behavioural risk modification","Initial development","",,"2012","Actively seeking support","A manual for a preventive intervention incorporating principles of cognitive behavioural therapy and reward processing has been developed. A small scale school-based evaluation was carried out during 2012 and 2013 where it was compared to two other programmes and control. The data generated from that study are under review. The new intervention (TRY) was superior to existing methods and the mechanism of symptom change appeared to be increased reward seeking behaviour. An application for further funding is being developed.","None as yet. Research paper under review. The URL to the manual is currently under construction.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=NPqZY4vc35D&grantRef=G0802200","http://gtr.rcuk.ac.uk:80/projects?ref=G0802200","31E4559B-95CF-40BF-A4CE-1EE7659164D5","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","925D668E-AEF6-4D6E-AE28-0A3588C0B1E4"
"MRC","MC_G0900868","Intramural","Products Interventions & Clinical Trials","Cardiff University",,"Morgan","Bryan","","Bioresponsive polymer-peptide conjugates as novel antibacterial agents","Therapeutic Intervention - Drug","Initial development","",,"2011","Under active development/distribution","&quot;This project will develop IP based on our discovery of a new method of drug delivery for the safe administration of antibiotics, currently rendered unusable due to toxicity issues. This programme will generate a library of antibiotic conjugates engineered for use in distinct human disease processes where Gram-negative antimicrobial resistance represents a major clinical challenge (cystic fibrosis and skin wounds). The conjugates will be optimised in a series of in vitro studies (including physicochemical characterisation and microbiological assays). The delivery system offers the opportunity to effectively target the antibiotic, which, following systemic administration, selectively accumulates at sites of inflammation and infection. This phenomenon effectively reduces the toxicity and increases the bioavailability of the antibacterial peptide. Seedcorn funding will develop and characterise these antibiotic conjugates to enhance the IP potential of the research prior to clinical testing and full-scale commercial development.

Most recent work supported by DPFS Portfolio Award&quot;","The patent covering this work has been enhanced by this activity and will be published and the end of Dec 2011.
Protocols for in vivo studies for efficacy and safety have been prepared and studies are due to start Dec 2011.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=productintervention&outcomeId=jPgALTmasTv&grantRef=MC_G0900868","http://gtr.rcuk.ac.uk:80/projects?ref=MC_G0900868","A7EDF86D-716A-4C37-8325-1C2B70DFB2AF","C008C651-F5B0-4859-A334-5F574AB6B57C","9C10D78F-6430-4CA7-9528-B96B0762A4C6","E8679824-FDB5-4146-9552-1FE7281A8ACF"
