"Funding OrgName","Project Reference","ProjectCategory","Outcome Type","LeadRO Name","Department","PI Surname","PI First Name","PI Orcid iD","Outcome Title","Description","Protection","IP Reference","Year Protection Granted","Licensed?","Impact","Url","GTR Outcome URL","GTRProjectUrl","ProjectId","FundingOrgId","LeadROId","PIId"
"BBSRC","BB/D001641/1","Research Grant","Intellectual Property","University of Leeds","Inst of Molecular & Cellular Biology","Phillips-Jones","Mary","","Detection of bacterial infections","Use of knowledge gained from the grant funding to detect bacterial infections","Patent application published","GB1406161.8 and GB1517300.8","2014","No","None aware of",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56e15b9d92e683.56604863&grantRef=BB%2FD001641%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=BB/D001641/1","B1DE004C-8B27-4858-A58C-07A0DE9924FB","2512EF1C-401B-4222-9869-A770D4C5FAC7","83D87776-5958-42AE-889D-B8AECF16B468","F54A9E82-C63B-4EDA-BAAC-DD22CFE3D318"
"MRC","G1001406","Research Grant","Intellectual Property","University of Sheffield","Health and Related Research","Mountain","Gail","","Update of Lifestyle Matters manualised intervention","Participant and facilitator interviews and records being used to create a second edition of the manual for publication. This is currently in development, so this updated version of the Lifestyle Matters manual is not currently copyrighted.","Copyrighted (e.g. software)",,"","No","None as yet",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5457ab215b2d66.72864631&grantRef=G1001406","http://gtr.rcuk.ac.uk:80/projects?ref=G1001406","6C3E57BC-2C4F-4544-A283-0B6109C3EFAE","C008C651-F5B0-4859-A334-5F574AB6B57C","03D8AFBB-3EA5-4885-B036-BD4F9F4F9849","E807712E-9D65-4411-A67E-4B25CDD9067B"
"MRC","MC_U137884181","Intramural","Intellectual Property","MRC Human Immunology Unit",,"Cerundolo","Vincenzo","","Materials and methods for improved vaccination","The invention relates to materials and methods for improved vaccination strategies and in particular to the use of lentivirus comprising nucleic acid encoding and antigen, or antigen presenting cells transduced with such lentivirus, to stimulate immune responses against the encoded antigen, in heterologous prime-boost vaccination regimes.","Patent granted","US2006257416","2006","Yes","No subsequent impact",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=22C1C6BF8E5&grantRef=MC_U137884181","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U137884181","E5502093-9F0A-47DB-A18D-0D00420AD7F1","C008C651-F5B0-4859-A334-5F574AB6B57C","31AF7C42-D7C4-47FF-A5D8-19AADBAD30A9","65AF1713-F5D3-41D8-A71A-DA5E41A4F797"
"MRC","MC_U137884181","Intramural","Intellectual Property","MRC Human Immunology Unit",,"Cerundolo","Vincenzo","","Materials and methods relating to improved vaccination strategies","The invention provides novel vaccination strategies based on a prime-boost vaccination regimen. The inventors have determined improved ways of boosting an immune response in a patient previously primed or exposed to a plurality of epitopes. The improved method requires the epitopes in the boosting phase to be administered individually, i.e. held on separate peptide constructs.","Patent granted","US2008260780","2008","Yes","No subsequent impact",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=040423C2FC6&grantRef=MC_U137884181","http://gtr.rcuk.ac.uk:80/projects?ref=MC_U137884181","E5502093-9F0A-47DB-A18D-0D00420AD7F1","C008C651-F5B0-4859-A334-5F574AB6B57C","31AF7C42-D7C4-47FF-A5D8-19AADBAD30A9","65AF1713-F5D3-41D8-A71A-DA5E41A4F797"
"BBSRC","BBS/E/B/0000M738","Intramural","Intellectual Property","Babraham Institute","UNLISTED","Osborne","Cameron","","CHROMOSOME CONFORMATION CAPTURE METHOD INCLUDING SELECTION AND ENRICHMENT STEPS","The invention relates to a method for identifying nucleic acid segments which interact with a target nucleic acid segment by use of an isolating nucleic acid molecule, and to kits for use in said method. The invention also relates to a method of identifying one or more interacting nucleic acid segments that are indicative of a particular disease state.","Patent application published","WO2015033134","2015","No","NA",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56ddac97632906.19731972&grantRef=BBS%2FE%2FB%2F0000M738","http://gtr.rcuk.ac.uk:80/projects?ref=BBS/E/B/0000M738","CDF3E8A0-9584-4140-9570-056EE6C23946","2512EF1C-401B-4222-9869-A770D4C5FAC7","E1649C06-DC81-4A08-8A23-F5B65BB6C670","4291E9E0-DB15-4AD0-B3B1-C51340D0983E"
"EPSRC","EP/I021884/1","Research Grant","Intellectual Property","University College London","Medical Physics and Biomedical Eng","Olivo","Alessandro","","Phase Imaging: method for highly accurate automated geometric alignment of masks and detector","method for automatic alignment of phase-contrast x-ray imaging systems - alignment is one of the main challenges of the approach","Patent granted","WO/2013/011316","2013","Yes","prototypes under construction",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-2849318536.789453766744f0&grantRef=EP%2FI021884%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I021884/1","D9B2BC9B-B524-4B73-A75D-0D22F6260744","798CB33D-C79E-4578-83F2-72606407192C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","9929E72C-7C05-4DF8-B360-5E02DB7BA057"
"EPSRC","EP/I005021/1","Fellowship","Intellectual Property","University of Oxford","Engineering Science","Newman","Paul","","Visual Odometry (OVO software)","Paul Newman and Winston Chruchill Visual Odometry (OVO software)","Copyrighted (e.g. software)",,"","Yes","Paul Newman and Winston Chruchill &quot;Visual Odometry (OVO software)&quot;",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56e04a56268b12.83477217&grantRef=EP%2FI005021%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I005021/1","F785F4E9-D9C6-4D99-A512-5CB1CD269676","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","C74C9612-26CA-4D91-B65F-260FD21EB7A4"
"EPSRC","EP/I005021/1","Fellowship","Intellectual Property","University of Oxford","Engineering Science","Newman","Paul","","3D to 2D label projection","Daniel Wilde and Ingmar Posner 3D to 2D label projection Not registered yet. Not licensed yet","Copyrighted (e.g. software)",,"","No","Daniel Wilde and Ingmar Posner &quot;3D to 2D label projection&quot; Not registered yet. Not licensed yet",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56e044caacaaa3.59618833&grantRef=EP%2FI005021%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I005021/1","F785F4E9-D9C6-4D99-A512-5CB1CD269676","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","C74C9612-26CA-4D91-B65F-260FD21EB7A4"
"EPSRC","EP/I005021/1","Fellowship","Intellectual Property","University of Oxford","Engineering Science","Newman","Paul","","Label Projection from Semantic Map Priors","Dan Barnes, William Maddern and Ingmar Posner Label Projection from Semantic Map Priors Not registered yet. Not licensed yet.","Copyrighted (e.g. software)",,"","No","Dan Barnes, William Maddern and Ingmar Posner &quot;Label Projection from Semantic Map Priors&quot; Not registered yet. Not licensed yet.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56e0456dcc9782.71654251&grantRef=EP%2FI005021%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I005021/1","F785F4E9-D9C6-4D99-A512-5CB1CD269676","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","C74C9612-26CA-4D91-B65F-260FD21EB7A4"
"EPSRC","EP/I005021/1","Fellowship","Intellectual Property","University of Oxford","Engineering Science","Newman","Paul","","Pain of the Plain Plane - Using Priors in Dense Reconstruction","Lina Paz and Pinies PN Pain of the Plain Plane - Using Priors in Dense Reconstruction","Patent application published",,"2015","Yes","Lina Paz and Pinies PN &quot;Pain of the Plain Plane - Using Priors in Dense Reconstruction&quot;",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56e046a76274d4.41387105&grantRef=EP%2FI005021%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I005021/1","F785F4E9-D9C6-4D99-A512-5CB1CD269676","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","C74C9612-26CA-4D91-B65F-260FD21EB7A4"
"EPSRC","EP/I005021/1","Fellowship","Intellectual Property","University of Oxford","Engineering Science","Newman","Paul","","Monocular Camera Localisation Using Prior Point Clouds","Paul Newman and Alex Stewart Monocular Camera Localisation Using Prior Point Clouds","Patent application published",,"2012","Yes","Paul Newman and Alex Stewart &quot;Monocular Camera Localisation Using Prior Point Clouds&quot;",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56e04ad54d1358.51186686&grantRef=EP%2FI005021%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I005021/1","F785F4E9-D9C6-4D99-A512-5CB1CD269676","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","C74C9612-26CA-4D91-B65F-260FD21EB7A4"
"EPSRC","EP/I005021/1","Fellowship","Intellectual Property","University of Oxford","Engineering Science","Newman","Paul","","Fast Calibration For LidarS","Paul Newman, Alastair Harrison and William Maddern Fast Calibration For LidarS","Patent application published",,"2012","Yes","Paul Newman, Alastair Harrison and William Maddern &quot;Fast Calibration For LidarS&quot;",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=56e04aa92a1c17.66508714&grantRef=EP%2FI005021%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I005021/1","F785F4E9-D9C6-4D99-A512-5CB1CD269676","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","C74C9612-26CA-4D91-B65F-260FD21EB7A4"
"MRC","G108/596","Fellowship","Intellectual Property","University College London","Unlisted","Janes","Sam","","Use of Nanoparticles for Cancer Treatment","The use of combined mesenchymal stem cells and nanoparticles in the treatment of cancer","Patent application published","US20120010499","2012","No","Further funding from Johnson and Johnson has been obtained",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=hqhK3K5xS8j&grantRef=G108%2F596","http://gtr.rcuk.ac.uk:80/projects?ref=G108/596","1C69721F-A9FE-4C02-AE3C-53C9B0440491","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","31D6FF73-C4C8-4FE1-93A2-E00FA28722DC"
"EPSRC","EP/E017614/1","Research Grant","Intellectual Property","Queen Mary, University of London","Sch of Electronic Eng & Computer Science","Sandler","Mark","","Sonic Visualiser","Sonic Visualiser is an application for viewing and analysing the contents of music audio files. This is an open source software framework that works with its own plugin architecture called VAMP. Sonic Visualiser is Free Software, distributed under the GNU General Public License (v2 or later) and available for Linux, OS/X, and Windows.","Copyrighted (e.g. software)",,"2006","Yes","Current number of downloads is in excess of 400,000. This is a free, open source project. it was used as an Impact Case study for REF 2014.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=m-5840728334.93419776656fcc&grantRef=EP%2FE017614%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/E017614/1","1C028C12-B2C5-4149-9D5D-5FD6F0AE848F","798CB33D-C79E-4578-83F2-72606407192C","D5337A10-AC8A-402A-8164-C5F9CC6B0140","2D1D7ADD-45F8-4B1A-89C5-9D33EAA1E795"
"EPSRC","EP/I015973/1","Research Grant","Intellectual Property","University of Oxford","Materials","Castell","Martin","","Sensor","A new type of sensor was discovered and developed.","Patent application published","British Patent Application No. 1306097.5","2013","No","Because the sensor is patent protected a number of interested parties, Dstl and Find a Better Way, have funded further research into the development of the sensor.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=545cec4db6c573.92777493&grantRef=EP%2FI015973%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=EP/I015973/1","FA95EB36-F932-4E4B-8AD2-4B8960282DEC","798CB33D-C79E-4578-83F2-72606407192C","3EAE04CA-9D62-4483-B9C4-F91AD9F4C5A9","815DEDC5-5F7E-4667-8355-8071C5ECBE00"
"MRC","G0900950","Research Grant","Intellectual Property","University College London","Immunology and Molecular Pathology","Collins","Mary","","Packaging cell line (M COLLINS)","Stable cell line to continuously produce HIV vectors","Patent granted","WO2013121194","2013","Yes","not yet known",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=cuizBW42539&grantRef=G0900950","http://gtr.rcuk.ac.uk:80/projects?ref=G0900950","25B48F7C-ECF8-4636-BA7A-510A20EB11ED","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","EBA4ABCD-0394-4234-8808-94480506F83D"
"MRC","G0900950","Research Grant","Intellectual Property","University College London","Immunology and Molecular Pathology","Collins","Mary","","patent application # 1015305.4 (R JENNER)","NA","Patent application published","GB1015305.4","2010","Commercial In Confidence","NA",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=cM5nXyiHoUX&grantRef=G0900950","http://gtr.rcuk.ac.uk:80/projects?ref=G0900950","25B48F7C-ECF8-4636-BA7A-510A20EB11ED","C008C651-F5B0-4859-A334-5F574AB6B57C","3A5E126D-C175-4730-9B7B-E6D8CF447F83","EBA4ABCD-0394-4234-8808-94480506F83D"
"AHRC","AH/E507956/1","Research Grant","Intellectual Property","University of the Arts London","Central Saint Martin's College","Thorpe","Adam","","Bikeoff anti-theft stands","6 new designs for anti theft bike stands","Patent application published","OHIM community design registration numbers: 000659255-0001, 000659255-0002, 000659255-0003, 000659255-0004, 000659255-0005, 000659255-0006","2007","Yes","Sale of products produced under license to several UK local authorities and rail companies - resulting in increased security of cycles parked on street in the UK.",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=5460d495d83440.02745288&grantRef=AH%2FE507956%2F1","http://gtr.rcuk.ac.uk:80/projects?ref=AH/E507956/1","7BC9DB50-1FB9-4EBF-90CB-53A2D90D9176","1291772D-DFCE-493A-AEE7-24F7EEAFE0E9","A037C26F-2172-4927-91DA-921F67B7EF39","5AF742C9-9658-4006-9949-F84B70ADA83B"
"MRC","G0400795","Research Grant","Intellectual Property","Imperial College London","Biological Sciences","Hussell","Tracy","","Mimetics to blocks ROS","We have protected the use of mimetics to block reactive oxygen species during influenza infection as a strategy to alleviate clinical illness","Patent granted","WO2008114017","2008","Yes","None",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=7AA2DF177DC&grantRef=G0400795","http://gtr.rcuk.ac.uk:80/projects?ref=G0400795","2DFCA4DE-C979-43D1-A68D-5B1AE3DF4FFB","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","4608E704-6475-4CCA-AD08-F356E4757A3D"
"MRC","G0400795","Research Grant","Intellectual Property","Imperial College London","Biological Sciences","Hussell","Tracy","","Blocakde of CD200R","We identified that ligation of CD200R dampens innate inflammation during acute lung injury. The invention relates to therapeutic compositions for use in treating, ameliorating or preventing an infection such as a microbial infection in a subject, comprising a compound modulative of reactive oxygen species level, or CD200 level, or CD200R level, or a combination of two or more of said levels in said subject. The invention also relates to methods of treatment using such compositions. In addition, the invention relates to therapeutic compositions for use in treating, ameliorating or preventing an inflammatory pulmonary infection in a mammalian host having a CD200-CD200R axis comprising a compound modulative of said axis, and to methods of treatment using such compositions.; Furthermore, the invention relates to therapeutic compositions for use in treating, ameliorating or preventing a microbial infection and/or pulmonary inflammation in a subject comprising a compound mimetic of superoxide dismutase, and to methods of treatment using such compositions.","Patent granted","WO2009004339","2009","Yes","None",,"http://gtr.rcuk.ac.uk:80/resources/outcome.html#?type=intellectualproperty&outcomeId=C1525A339A5&grantRef=G0400795","http://gtr.rcuk.ac.uk:80/projects?ref=G0400795","2DFCA4DE-C979-43D1-A68D-5B1AE3DF4FFB","C008C651-F5B0-4859-A334-5F574AB6B57C","46387D84-F71E-4B7D-8C7D-9C288F113510","4608E704-6475-4CCA-AD08-F356E4757A3D"
